"SAGDP2N Gross domestic product (GDP) by state 1/"
"(Millions of current dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2012","2016"
"00000","United States *","36","    Transportation and warehousing",471965.0,581987.0
"00000","United States *","37","      Air transportation",87826.0,129007.0
"00000","United States *","38","      Rail transportation",39593.0,40024.0
"00000","United States *","39","      Water transportation",13117.0,13458.0
"00000","United States *","40","      Truck transportation",128021.0,148741.0
"00000","United States *","41","      Transit and ground passenger transportation",36313.0,42827.0
"00000","United States *","42","      Pipeline transportation",25225.0,39125.0
"00000","United States *","43","      Other transportation and support activities",94741.0,110791.0
"00000","United States *","44","      Warehousing and storage",47129.0,58015.0
"00000","United States *","45","    Information",758952.0,968397.0
"00000","United States *","46","      Publishing industries (except Internet)",201355.0,234192.0
"00000","United States *","47","      Motion picture and sound recording industries",82436.0,93685.0
"00000","United States *","48","      Broadcasting (except Internet) and telecommunications",370375.0,445706.0
"00000","United States *","49","      Data processing, hosting, and other information services",104786.0,194813.0
"00000","United States *","50","    Finance, insurance, real estate, rental, and leasing",3260964.0,3945982.0
"00000","United States *","51","      Finance and insurance",1162805.0,1457972.0
"00000","United States *","52","        Monetary Authorities- central bank, credit intermediation, and related services",511382.0,601055.0
"00000","United States *","53","        Securities, commodity contracts, and other financial investments and related activities",233027.0,267345.0
"00000","United States *","54","        Insurance carriers and related activities",405457.0,570883.0
"00000","United States *","55","        Funds, trusts, and other financial vehicles",12938.0,18689.0
"00000","United States *","56","      Real estate and rental and leasing",2098159.0,2488011.0
"00000","United States *","57","        Real estate",1925431.0,2267881.0
"00000","United States *","58","        Rental and leasing services and lessors of nonfinancial intangible assets",172728.0,220129.0
"00000","United States *","59","    Professional and business services",1964658.0,2304267.0
"00000","United States *","60","      Professional, scientific, and technical services",1188532.0,1394107.0
"00000","United States *","61","        Legal services",216697.0,251756.0
"00000","United States *","62","        Computer systems design and related services",252274.0,304686.0
"00000","United States *","63","        Miscellaneous professional, scientific, and technical services",719561.0,837665.0
"00000","United States *","64","      Management of companies and enterprises",302195.0,350913.0
"00000","United States *","65","      Administrative and support and waste management and remediation services",473931.0,559247.0
"00000","United States *","66","        Administrative and support services",431230.0,511334.0
"00000","United States *","67","        Waste management and remediation services",42701.0,47914.0
"00000","United States *","68","    Educational services, health care, and social assistance",1407364.0,1651988.0
"00000","United States *","69","      Educational services",213883.0,246138.0
"00000","United States *","70","      Health care and social assistance",1193481.0,1405849.0
"00000","United States *","71","        Ambulatory health care services",573535.0,682448.0
"00000","United States *","72","        Hospitals",398067.0,460900.0
"00000","United States *","73","        Nursing and residential care facilities",125928.0,142975.0
"00000","United States *","74","        Social assistance",95951.0,119527.0
"00000","United States *","75","    Arts, entertainment, recreation, accommodation, and food services",621361.0,788240.0
"00000","United States *","76","      Arts, entertainment, and recreation",171233.0,206966.0
"00000","United States *","77","        Performing arts, spectator sports, museums, and related activities",101345.0,122055.0
"00000","United States *","78","        Amusement, gambling, and recreation industries",69889.0,84910.0
"00000","United States *","79","      Accommodation and food services",450127.0,581274.0
"00000","United States *","80","        Accommodation",128605.0,160033.0
"00000","United States *","81","        Food services and drinking places",321522.0,421241.0
"00000","United States *","82","    Other services (except government and government enterprises)",347991.0,399879.0
"00000","United States *","83","  Government and government enterprises",2159489.0,2384896.0
"00000","United States *","84","    Federal civilian",391420.0,433887.0
"00000","United States *","85","    Military",322468.0,309652.0
"00000","United States *","86","    State and local",1445603.0,1641360.0
"00000","United States *","","Addenda:","",""
"00000","United States *","87","Natural resources and mining",538370.0,384599.0
"00000","United States *","88","Trade",1905766.0,2186470.0
"00000","United States *","89","Transportation and utilities",751619.0,883731.0
"00000","United States *","90","Manufacturing and information",2686002.0,3068130.0
"00000","United States *","91","Private goods-producing industries 2/",3018846.0,3231224.0
"00000","United States *","92","Private services-providing industries 3/",11018673.0,13128956.0
"00000","United States *","100","All industry total, overseas activity",113234.0,113124.0
"00000","United States *","101","Government and government enterprises, overseas activity",113234.0,113124.0
"00000","United States *","102","Federal civilian, overseas activity",4453.0,5320.0
"00000","United States *","103","Military, overseas activity",108781.0,107805.0
"01000","Alabama","1","All industry total",186553.9,204454.7
"01000","Alabama","2","  Private industries",154601.2,169903.9
"01000","Alabama","3","    Agriculture, forestry, fishing and hunting",1802.2,2036.7
"01000","Alabama","4","      Farms",1260.6,1425.6
"01000","Alabama","5","      Forestry, fishing, and related activities",541.5,611.0
"01000","Alabama","6","    Mining, quarrying, and oil and gas extraction",2891.8,1566.2
"01000","Alabama","7","      Oil and gas extraction",688.8,261.5
"01000","Alabama","8","      Mining (except oil and gas)",2088.3,1242.5
"01000","Alabama","9","      Support activities for mining",114.8,62.2
"01000","Alabama","10","    Utilities",5688.9,6202.8
"01000","Alabama","11","    Construction",6878.6,7199.3
"01000","Alabama","12","    Manufacturing",31920.9,34422.2
"01000","Alabama","13","      Durable goods manufacturing",19242.7,22030.6
"01000","Alabama","14","        Wood product manufacturing",907.2,1446.1
"01000","Alabama","15","        Nonmetallic mineral product manufacturing",623.6,916.8
"01000","Alabama","16","        Primary metal manufacturing",4404.6,3297.1
"01000","Alabama","17","        Fabricated metal product manufacturing",2185.0,2578.8
"01000","Alabama","18","        Machinery manufacturing",1194.3,1003.7
"01000","Alabama","19","        Computer and electronic product manufacturing",1128.5,1088.6
"01000","Alabama","20","        Electrical equipment, appliance, and component manufacturing",607.6,691.1
"01000","Alabama","21","        Motor vehicles, bodies and trailers, and parts manufacturing",4673.8,6240.9
"01000","Alabama","22","        Other transportation equipment manufacturing",2429.3,3300.4
"01000","Alabama","23","        Furniture and related product manufacturing",557.7,900.2
"01000","Alabama","24","        Miscellaneous manufacturing",531.1,567.1
"01000","Alabama","25","      Nondurable goods manufacturing",12678.2,12391.6
"01000","Alabama","26","        Food and beverage and tobacco product manufacturing",2010.5,2412.2
"01000","Alabama","27","        Textile mills and textile product mills",586.3,510.8
"01000","Alabama","28","        Apparel, leather, and allied product manufacturing",250.2,104.6
"01000","Alabama","29","        Paper manufacturing",2792.6,2679.9
"01000","Alabama","30","        Printing and related support activities",185.6,213.3
"01000","Alabama","31","        Petroleum and coal products manufacturing",2596.0,1126.4
"01000","Alabama","32","        Chemical manufacturing",3045.3,3547.8
"01000","Alabama","33","        Plastics and rubber products manufacturing",1211.7,1796.6
"01000","Alabama","34","    Wholesale trade",10540.6,11986.4
"01000","Alabama","35","    Retail trade",12550.3,13963.7
"01000","Alabama","36","    Transportation and warehousing",4798.6,5335.7
"01000","Alabama","37","      Air transportation",150.5,169.8
"01000","Alabama","38","      Rail transportation",692.5,678.1
"01000","Alabama","39","      Water transportation",264.3,133.0
"01000","Alabama","40","      Truck transportation",1918.0,2269.8
"01000","Alabama","41","      Transit and ground passenger transportation",109.7,100.0
"01000","Alabama","42","      Pipeline transportation",197.4,259.3
"01000","Alabama","43","      Other transportation and support activities",863.9,1037.9
"01000","Alabama","44","      Warehousing and storage",602.2,687.9
"01000","Alabama","45","    Information",4249.1,4357.1
"01000","Alabama","46","      Publishing industries (except Internet)",998.5,860.7
"01000","Alabama","47","      Motion picture and sound recording industries",93.9,103.4
"01000","Alabama","48","      Broadcasting (except Internet) and telecommunications",2839.3,3065.5
"01000","Alabama","49","      Data processing, hosting, and other information services",317.4,327.5
"01000","Alabama","50","    Finance, insurance, real estate, rental, and leasing",30733.0,34728.2
"01000","Alabama","51","      Finance and insurance",10569.2,12296.0
"01000","Alabama","52","        Monetary Authorities- central bank, credit intermediation, and related services",6209.8,7041.6
"01000","Alabama","53","        Securities, commodity contracts, and other financial investments and related activities",708.0,809.0
"01000","Alabama","54","        Insurance carriers and related activities",3586.1,4420.6
"01000","Alabama","55","        Funds, trusts, and other financial vehicles",65.2,24.8
"01000","Alabama","56","      Real estate and rental and leasing",20163.8,22432.2
"01000","Alabama","57","        Real estate",18474.3,20430.1
"01000","Alabama","58","        Rental and leasing services and lessors of nonfinancial intangible assets",1689.5,2002.1
"01000","Alabama","59","    Professional and business services",17744.9,19558.8
"01000","Alabama","60","      Professional, scientific, and technical services",11081.9,12259.3
"01000","Alabama","61","        Legal services",2039.3,2400.0
"01000","Alabama","62","        Computer systems design and related services",2615.9,2718.0
"01000","Alabama","63","        Miscellaneous professional, scientific, and technical services",6426.6,7141.4
"01000","Alabama","64","      Management of companies and enterprises",1859.5,2012.5
"01000","Alabama","65","      Administrative and support and waste management and remediation services",4803.5,5287.0
"01000","Alabama","66","        Administrative and support services",4303.3,4824.8
"01000","Alabama","67","        Waste management and remediation services",500.2,462.2
"01000","Alabama","68","    Educational services, health care, and social assistance",14592.4,16690.5
"01000","Alabama","69","      Educational services",1197.9,1379.2
"01000","Alabama","70","      Health care and social assistance",13394.5,15311.3
"01000","Alabama","71","        Ambulatory health care services",8043.3,9269.4
"01000","Alabama","72","        Hospitals",3243.7,3672.7
"01000","Alabama","73","        Nursing and residential care facilities",1456.0,1611.7
"01000","Alabama","74","        Social assistance",651.5,757.5
"01000","Alabama","75","    Arts, entertainment, recreation, accommodation, and food services",5374.2,6650.9
"01000","Alabama","76","      Arts, entertainment, and recreation",670.8,760.1
"01000","Alabama","77","        Performing arts, spectator sports, museums, and related activities",276.7,327.4
"01000","Alabama","78","        Amusement, gambling, and recreation industries",394.1,432.7
"01000","Alabama","79","      Accommodation and food services",4703.4,5890.8
"01000","Alabama","80","        Accommodation",772.0,986.7
"01000","Alabama","81","        Food services and drinking places",3931.4,4904.0
"01000","Alabama","82","    Other services (except government and government enterprises)",4835.8,5205.4
"01000","Alabama","83","  Government and government enterprises",31952.6,34550.8
"01000","Alabama","84","    Federal civilian",7680.9,8321.2
"01000","Alabama","85","    Military",4223.8,4130.3
"01000","Alabama","86","    State and local",20047.9,22099.3
"01000","Alabama","","Addenda:","",""
"01000","Alabama","87","Natural resources and mining",4694.0,3602.9
"01000","Alabama","88","Trade",23090.8,25950.1
"01000","Alabama","89","Transportation and utilities",10487.5,11538.5
"01000","Alabama","90","Manufacturing and information",36170.0,38779.3
"01000","Alabama","91","Private goods-producing industries 2/",43493.5,45224.3
"01000","Alabama","92","Private services-providing industries 3/",111107.7,124679.6
"02000","Alaska","1","All industry total",57717.5,49755.6
"02000","Alaska","2","  Private industries",47473.4,39149.3
"02000","Alaska","3","    Agriculture, forestry, fishing and hunting",497.5,400.9
"02000","Alaska","4","      Farms",20.3,24.0
"02000","Alaska","5","      Forestry, fishing, and related activities",477.2,376.9
"02000","Alaska","6","    Mining, quarrying, and oil and gas extraction",18212.6,6464.8
"02000","Alaska","7","      Oil and gas extraction",14389.5,4135.6
"02000","Alaska","8","      Mining (except oil and gas)",1881.5,1343.0
"02000","Alaska","9","      Support activities for mining",1941.6,986.2
"02000","Alaska","10","    Utilities",741.6,778.9
"02000","Alaska","11","    Construction",2007.1,1976.7
"02000","Alaska","12","    Manufacturing",983.2,1553.3
"02000","Alaska","13","      Durable goods manufacturing",195.0,243.7
"02000","Alaska","14","        Wood product manufacturing",34.6,59.0
"02000","Alaska","15","        Nonmetallic mineral product manufacturing",37.6,62.1
"02000","Alaska","16","        Primary metal manufacturing",2.5,1.9
"02000","Alaska","17","        Fabricated metal product manufacturing",57.2,33.9
"02000","Alaska","18","        Machinery manufacturing",8.7,12.4
"02000","Alaska","19","        Computer and electronic product manufacturing",15.3,13.9
"02000","Alaska","20","        Electrical equipment, appliance, and component manufacturing",1.6,1.6
"02000","Alaska","21","        Motor vehicles, bodies and trailers, and parts manufacturing",2.6,4.1
"02000","Alaska","22","        Other transportation equipment manufacturing",19.0,33.3
"02000","Alaska","23","        Furniture and related product manufacturing",7.7,12.6
"02000","Alaska","24","        Miscellaneous manufacturing",8.0,9.1
"02000","Alaska","25","      Nondurable goods manufacturing",788.3,1309.6
"02000","Alaska","26","        Food and beverage and tobacco product manufacturing",528.4,837.3
"02000","Alaska","27","        Textile mills and textile product mills",4.7,6.4
"02000","Alaska","28","        Apparel, leather, and allied product manufacturing",0.4,1.1
"02000","Alaska","29","        Paper manufacturing",0.6,0.8
"02000","Alaska","30","        Printing and related support activities",24.5,22.4
"02000","Alaska","31","        Petroleum and coal products manufacturing",208.8,424.7
"02000","Alaska","32","        Chemical manufacturing",11.5,7.4
"02000","Alaska","33","        Plastics and rubber products manufacturing",9.6,9.6
"02000","Alaska","34","    Wholesale trade",1164.3,1269.6
"02000","Alaska","35","    Retail trade",2038.9,2217.5
"02000","Alaska","36","    Transportation and warehousing",5433.0,6595.4
"02000","Alaska","37","      Air transportation",699.9,937.0
"02000","Alaska","38","      Rail transportation",0.0,0.0
"02000","Alaska","39","      Water transportation",241.3,274.1
"02000","Alaska","40","      Truck transportation",314.2,299.1
"02000","Alaska","41","      Transit and ground passenger transportation",137.1,130.1
"02000","Alaska","42","      Pipeline transportation",3222.3,4133.3
"02000","Alaska","43","      Other transportation and support activities",770.1,781.9
"02000","Alaska","44","      Warehousing and storage",48.2,39.9
"02000","Alaska","45","    Information",1172.6,1371.1
"02000","Alaska","46","      Publishing industries (except Internet)",81.4,76.9
"02000","Alaska","47","      Motion picture and sound recording industries",19.1,20.8
"02000","Alaska","48","      Broadcasting (except Internet) and telecommunications",1034.5,1231.1
"02000","Alaska","49","      Data processing, hosting, and other information services",37.6,42.4
"02000","Alaska","50","    Finance, insurance, real estate, rental, and leasing",5863.9,6399.5
"02000","Alaska","51","      Finance and insurance",1168.7,1258.3
"02000","Alaska","52","        Monetary Authorities- central bank, credit intermediation, and related services",744.2,826.7
"02000","Alaska","53","        Securities, commodity contracts, and other financial investments and related activities",72.6,92.4
"02000","Alaska","54","        Insurance carriers and related activities",336.3,332.0
"02000","Alaska","55","        Funds, trusts, and other financial vehicles",15.7,7.2
"02000","Alaska","56","      Real estate and rental and leasing",4695.2,5141.2
"02000","Alaska","57","        Real estate",4150.4,4471.2
"02000","Alaska","58","        Rental and leasing services and lessors of nonfinancial intangible assets",544.8,670.0
"02000","Alaska","59","    Professional and business services",3523.8,3320.3
"02000","Alaska","60","      Professional, scientific, and technical services",2096.8,1912.9
"02000","Alaska","61","        Legal services",193.1,182.8
"02000","Alaska","62","        Computer systems design and related services",175.7,155.5
"02000","Alaska","63","        Miscellaneous professional, scientific, and technical services",1727.9,1574.6
"02000","Alaska","64","      Management of companies and enterprises",358.5,358.5
"02000","Alaska","65","      Administrative and support and waste management and remediation services",1068.5,1049.0
"02000","Alaska","66","        Administrative and support services",830.8,813.5
"02000","Alaska","67","        Waste management and remediation services",237.7,235.5
"02000","Alaska","68","    Educational services, health care, and social assistance",3486.3,4080.0
"02000","Alaska","69","      Educational services",181.5,197.4
"02000","Alaska","70","      Health care and social assistance",3304.8,3882.5
"02000","Alaska","71","        Ambulatory health care services",1618.7,2020.1
"02000","Alaska","72","        Hospitals",1051.3,1231.7
"02000","Alaska","73","        Nursing and residential care facilities",200.2,206.1
"02000","Alaska","74","        Social assistance",434.5,424.6
"02000","Alaska","75","    Arts, entertainment, recreation, accommodation, and food services",1569.0,1860.7
"02000","Alaska","76","      Arts, entertainment, and recreation",264.0,311.6
"02000","Alaska","77","        Performing arts, spectator sports, museums, and related activities",87.9,98.9
"02000","Alaska","78","        Amusement, gambling, and recreation industries",176.2,212.7
"02000","Alaska","79","      Accommodation and food services",1305.0,1549.1
"02000","Alaska","80","        Accommodation",514.3,633.2
"02000","Alaska","81","        Food services and drinking places",790.7,915.9
"02000","Alaska","82","    Other services (except government and government enterprises)",779.7,860.6
"02000","Alaska","83","  Government and government enterprises",10244.1,10606.3
"02000","Alaska","84","    Federal civilian",2026.8,2070.6
"02000","Alaska","85","    Military",2443.9,2200.8
"02000","Alaska","86","    State and local",5773.5,6334.8
"02000","Alaska","","Addenda:","",""
"02000","Alaska","87","Natural resources and mining",18710.1,6865.7
"02000","Alaska","88","Trade",3203.1,3487.0
"02000","Alaska","89","Transportation and utilities",6174.6,7374.3
"02000","Alaska","90","Manufacturing and information",2155.8,2924.4
"02000","Alaska","91","Private goods-producing industries 2/",21700.4,10395.6
"02000","Alaska","92","Private services-providing industries 3/",25773.0,28753.6
"04000","Arizona","1","All industry total",268068.2,313056.5
"04000","Arizona","2","  Private industries",230338.2,272353.9
"04000","Arizona","3","    Agriculture, forestry, fishing and hunting",1903.9,2580.3
"04000","Arizona","4","      Farms",1372.4,1957.9
"04000","Arizona","5","      Forestry, fishing, and related activities",531.5,622.4
"04000","Arizona","6","    Mining, quarrying, and oil and gas extraction",6433.2,3664.0
"04000","Arizona","7","      Oil and gas extraction",37.5,21.7
"04000","Arizona","8","      Mining (except oil and gas)",6271.0,3582.0
"04000","Arizona","9","      Support activities for mining",124.8,60.4
"04000","Arizona","10","    Utilities",6201.0,6720.3
"04000","Arizona","11","    Construction",9304.0,13001.0
"04000","Arizona","12","    Manufacturing",24425.1,26407.8
"04000","Arizona","13","      Durable goods manufacturing",20312.9,21852.8
"04000","Arizona","14","        Wood product manufacturing",172.0,293.7
"04000","Arizona","15","        Nonmetallic mineral product manufacturing",600.0,835.7
"04000","Arizona","16","        Primary metal manufacturing",826.4,669.7
"04000","Arizona","17","        Fabricated metal product manufacturing",1388.5,1783.4
"04000","Arizona","18","        Machinery manufacturing",720.0,751.4
"04000","Arizona","19","        Computer and electronic product manufacturing",9004.4,8250.6
"04000","Arizona","20","        Electrical equipment, appliance, and component manufacturing",278.9,362.9
"04000","Arizona","21","        Motor vehicles, bodies and trailers, and parts manufacturing",428.8,681.4
"04000","Arizona","22","        Other transportation equipment manufacturing",5312.7,6464.3
"04000","Arizona","23","        Furniture and related product manufacturing",272.5,400.2
"04000","Arizona","24","        Miscellaneous manufacturing",1308.6,1359.6
"04000","Arizona","25","      Nondurable goods manufacturing",4112.2,4554.9
"04000","Arizona","26","        Food and beverage and tobacco product manufacturing",1534.0,1956.0
"04000","Arizona","27","        Textile mills and textile product mills",102.1,129.6
"04000","Arizona","28","        Apparel, leather, and allied product manufacturing",18.9,31.2
"04000","Arizona","29","        Paper manufacturing",241.4,248.0
"04000","Arizona","30","        Printing and related support activities",422.6,499.4
"04000","Arizona","31","        Petroleum and coal products manufacturing",70.6,99.1
"04000","Arizona","32","        Chemical manufacturing",1180.6,1031.9
"04000","Arizona","33","        Plastics and rubber products manufacturing",542.1,559.8
"04000","Arizona","34","    Wholesale trade",16630.6,17887.3
"04000","Arizona","35","    Retail trade",20203.7,22828.3
"04000","Arizona","36","    Transportation and warehousing",8155.5,9915.7
"04000","Arizona","37","      Air transportation",2898.9,3603.7
"04000","Arizona","38","      Rail transportation",764.9,770.6
"04000","Arizona","39","      Water transportation",3.6,1.1
"04000","Arizona","40","      Truck transportation",1777.0,2190.5
"04000","Arizona","41","      Transit and ground passenger transportation",613.2,731.5
"04000","Arizona","42","      Pipeline transportation",76.4,98.7
"04000","Arizona","43","      Other transportation and support activities",1462.8,1873.9
"04000","Arizona","44","      Warehousing and storage",558.7,645.7
"04000","Arizona","45","    Information",7253.7,10720.8
"04000","Arizona","46","      Publishing industries (except Internet)",1652.2,1793.4
"04000","Arizona","47","      Motion picture and sound recording industries",252.1,314.9
"04000","Arizona","48","      Broadcasting (except Internet) and telecommunications",3901.0,5992.5
"04000","Arizona","49","      Data processing, hosting, and other information services",1448.5,2619.9
"04000","Arizona","50","    Finance, insurance, real estate, rental, and leasing",56659.8,71631.1
"04000","Arizona","51","      Finance and insurance",18196.2,22679.4
"04000","Arizona","52","        Monetary Authorities- central bank, credit intermediation, and related services",8420.7,11441.6
"04000","Arizona","53","        Securities, commodity contracts, and other financial investments and related activities",1804.4,2629.1
"04000","Arizona","54","        Insurance carriers and related activities",7911.1,8201.9
"04000","Arizona","55","        Funds, trusts, and other financial vehicles",60.0,406.8
"04000","Arizona","56","      Real estate and rental and leasing",38463.6,48951.7
"04000","Arizona","57","        Real estate",34669.4,43438.6
"04000","Arizona","58","        Rental and leasing services and lessors of nonfinancial intangible assets",3794.2,5513.1
"04000","Arizona","59","    Professional and business services",29479.1,35457.6
"04000","Arizona","60","      Professional, scientific, and technical services",15370.7,17715.3
"04000","Arizona","61","        Legal services",2523.3,2697.2
"04000","Arizona","62","        Computer systems design and related services",2937.1,4037.8
"04000","Arizona","63","        Miscellaneous professional, scientific, and technical services",9910.3,10980.3
"04000","Arizona","64","      Management of companies and enterprises",3052.4,3840.0
"04000","Arizona","65","      Administrative and support and waste management and remediation services",11056.1,13902.3
"04000","Arizona","66","        Administrative and support services",10414.7,13190.0
"04000","Arizona","67","        Waste management and remediation services",641.4,712.2
"04000","Arizona","68","    Educational services, health care, and social assistance",26189.5,30686.9
"04000","Arizona","69","      Educational services",3681.4,3966.5
"04000","Arizona","70","      Health care and social assistance",22508.1,26720.4
"04000","Arizona","71","        Ambulatory health care services",12389.1,14440.4
"04000","Arizona","72","        Hospitals",6979.0,8183.2
"04000","Arizona","73","        Nursing and residential care facilities",1779.2,2243.8
"04000","Arizona","74","        Social assistance",1360.9,1853.0
"04000","Arizona","75","    Arts, entertainment, recreation, accommodation, and food services",12170.4,14623.5
"04000","Arizona","76","      Arts, entertainment, and recreation",2558.6,3442.6
"04000","Arizona","77","        Performing arts, spectator sports, museums, and related activities",1461.1,2080.6
"04000","Arizona","78","        Amusement, gambling, and recreation industries",1097.4,1362.0
"04000","Arizona","79","      Accommodation and food services",9611.8,11180.9
"04000","Arizona","80","        Accommodation",3492.8,3088.8
"04000","Arizona","81","        Food services and drinking places",6119.1,8092.1
"04000","Arizona","82","    Other services (except government and government enterprises)",5328.6,6229.4
"04000","Arizona","83","  Government and government enterprises",37729.9,40702.6
"04000","Arizona","84","    Federal civilian",6614.8,7257.3
"04000","Arizona","85","    Military",3896.2,3607.0
"04000","Arizona","86","    State and local",27219.0,29838.3
"04000","Arizona","","Addenda:","",""
"04000","Arizona","87","Natural resources and mining",8337.1,6244.3
"04000","Arizona","88","Trade",36834.3,40715.6
"04000","Arizona","89","Transportation and utilities",14356.6,16636.0
"04000","Arizona","90","Manufacturing and information",31678.8,37128.5
"04000","Arizona","91","Private goods-producing industries 2/",42066.3,45653.1
"04000","Arizona","92","Private services-providing industries 3/",188272.0,226700.8
"05000","Arkansas","1","All industry total",107718.8,119191.8
"05000","Arkansas","2","  Private industries",92787.6,103384.0
"05000","Arkansas","3","    Agriculture, forestry, fishing and hunting",2573.5,2420.0
"05000","Arkansas","4","      Farms",2015.4,1822.4
"05000","Arkansas","5","      Forestry, fishing, and related activities",558.1,597.6
"05000","Arkansas","6","    Mining, quarrying, and oil and gas extraction",2997.1,1422.3
"05000","Arkansas","7","      Oil and gas extraction",1814.3,886.0
"05000","Arkansas","8","      Mining (except oil and gas)",375.4,369.4
"05000","Arkansas","9","      Support activities for mining",807.4,166.9
"05000","Arkansas","10","    Utilities",2998.5,3254.2
"05000","Arkansas","11","    Construction",4292.8,4498.6
"05000","Arkansas","12","    Manufacturing",15191.5,17483.8
"05000","Arkansas","13","      Durable goods manufacturing",8003.8,8452.7
"05000","Arkansas","14","        Wood product manufacturing",780.5,946.3
"05000","Arkansas","15","        Nonmetallic mineral product manufacturing",327.5,431.8
"05000","Arkansas","16","        Primary metal manufacturing",1751.4,1380.1
"05000","Arkansas","17","        Fabricated metal product manufacturing",1527.5,1752.6
"05000","Arkansas","18","        Machinery manufacturing",983.5,1169.2
"05000","Arkansas","19","        Computer and electronic product manufacturing",327.0,308.4
"05000","Arkansas","20","        Electrical equipment, appliance, and component manufacturing",761.5,483.1
"05000","Arkansas","21","        Motor vehicles, bodies and trailers, and parts manufacturing",393.3,507.0
"05000","Arkansas","22","        Other transportation equipment manufacturing",813.7,1030.2
"05000","Arkansas","23","        Furniture and related product manufacturing",149.0,237.1
"05000","Arkansas","24","        Miscellaneous manufacturing",188.8,207.0
"05000","Arkansas","25","      Nondurable goods manufacturing",7187.7,9031.1
"05000","Arkansas","26","        Food and beverage and tobacco product manufacturing",2782.7,3837.9
"05000","Arkansas","27","        Textile mills and textile product mills",68.6,79.5
"05000","Arkansas","28","        Apparel, leather, and allied product manufacturing",86.5,82.1
"05000","Arkansas","29","        Paper manufacturing",1784.8,1990.1
"05000","Arkansas","30","        Printing and related support activities",231.3,308.1
"05000","Arkansas","31","        Petroleum and coal products manufacturing",228.3,417.2
"05000","Arkansas","32","        Chemical manufacturing",813.2,954.7
"05000","Arkansas","33","        Plastics and rubber products manufacturing",1192.4,1361.6
"05000","Arkansas","34","    Wholesale trade",8187.3,9306.0
"05000","Arkansas","35","    Retail trade",7477.1,8609.6
"05000","Arkansas","36","    Transportation and warehousing",4646.4,4856.7
"05000","Arkansas","37","      Air transportation",151.9,87.7
"05000","Arkansas","38","      Rail transportation",723.7,710.2
"05000","Arkansas","39","      Water transportation",6.8,1.5
"05000","Arkansas","40","      Truck transportation",2615.8,2717.2
"05000","Arkansas","41","      Transit and ground passenger transportation",64.2,81.7
"05000","Arkansas","42","      Pipeline transportation",83.4,94.8
"05000","Arkansas","43","      Other transportation and support activities",588.9,705.7
"05000","Arkansas","44","      Warehousing and storage",411.7,457.9
"05000","Arkansas","45","    Information",2506.4,2655.7
"05000","Arkansas","46","      Publishing industries (except Internet)",569.6,466.7
"05000","Arkansas","47","      Motion picture and sound recording industries",95.8,88.4
"05000","Arkansas","48","      Broadcasting (except Internet) and telecommunications",1583.0,1732.6
